speech_id,keywords,speech_giver,year,topic_label
term20-year2-session047-1,"Zonguldak, Meclis, Sosyal Güvenlik, Emeklilik, Haklar, Çalışanlar, Hakkaniyet, Reform, Ekonomik Büyüme, Vatandaş, Devlet",Tahsin Boray Bayek,2,
term20-year2-session047-2,"Halil Cin, İçel, Meclis, Konuşma, ANAAP, Alkışlar, Süre, 5 dakika, Politika (konuşmanın içeriğine dayanarak çıkarılan, ancak listede belirtilen ana anahtar kelimeler",Halil C,2,
term20-year2-session047-3,"Verilen metin çok kısa ve anlam bütünlüğü eksik olduğu için, anlamlı anahtar kelimeler çıkarmak zor. Ancak metne dayanarak çıkarılabilecek en iyi 10 anahtar kelime şu şekilde olabilir:

demokratik, katılım, ifade",Celal Topkan,2,
term20-year2-session007-1,"Karaman, Fikret Ünlü, milletvekili, hükümet, muhalefet, demokratik, katılım, tartışma, karar, gelecek",Fikret Ünlü,2,
term20-year2-session007-2,"demokrasi, katılım, ifade özgürlüğü, diyalog, birlik, toplumsal uzlaşma, gelecek nesiller, sorumluluk, demokrasi kültürü, toplumsal barış",Mehmet Bedri İncelatıtacı,2,
term20-year2-session007-3,"çatışma, demokratik, temsil, muhalefet, işbirliği, gelecek, umut, katılım, toplum, değişim",Orhan Veli Yıldırım,2,
term20-year2-session105-1,"Ayın, Malatya, CHP, Alkışlar, Ayhan Fırat, TBMM, Konuşma, Süre, Politikacı (ima ediliyorsa), Vatandaş (alkışlayanlar ima ediliy",Ayhan Fırat,2,
term20-year2-session105-2,"Milletvekili, Ayhan Fırat, CHP, Malatya, 5 dakika, alkışlar, süre, politika (konu), Meclis (yer), TBMM (yer)",Yahya Uslu,2,
term20-year2-session105-3,"AYHAN FIRAT, SSK, Açık, Mali Durum, İmtihan, Bakan, İşçi, Hemşire, Rezalet, Meclis",Fevzi Aytek,2,
term20-year2-session073-1,"Erzurum, Aslan Polat, milletvekili, konuşma, demokrasi, katılım, halk, gelecek, umut, değişim, sorumluluk.",Aslan Polat,2,
term20-year2-session073-2,"abır, bekleme, selam, RP (Sıralar), alkış, Meclis, TBMM, Parlamento, Politika (konuşmada doğrudan bahsedilmediği için listeye dahil edilmedi), vatandaş, duygular",Abdülbaki Göknel,2,
term20-year2-session073-3,"Erzurum, Doğalgaz, Çevirim Santrali, Ekonomik Faydalar, Sosyal Faydalar, Polat, Meclis, Konuşma, 5 Dakika, Alkışlar",Levent Mistukoğlu,2,
term20-year2-session098-1,"Bülent H. Tanla, İstanbul, Meclis, Anayasa, Demokrasi, Hukukun Üstünlüğü, İnsan Hakları, Özgürlük, Sorumluluk, Gelecek Nesiller",Bülent H. Tanla,2,
term20-year2-session098-2,"çevre, sürdürülebilirlik, iklim değişikliği, enerji, yenilenebilir kaynaklar, yeşil politika, toplumsal farkındalık, gelecek nesiller, sorumluluk, işbirliği",M. İstemihan Talay,2,
term20-year2-session098-3,"ERSİN TARANOĞLU, Sakarya, Meclis, Kadın, Eğitim, Gelecek, Gençlik, Yatırım, Kalkınma, Destek.",Ersin Taranoğlu,2,
term20-year2-session019-1,"Kars, Yusuf Selahattin Beyribey, milletvekili, bölge, kalkınma, yatırım, altyapı, eğitim, sağlık, kültür, turizm.",Yusuf Selahattin Beyribey,2,
term20-year2-session019-2,"çevre, sürdürülebilirlik, iklim değişikliği, enerji, yenilenebilir kaynaklar, yeşil ekonomi, politika yapıcılar, sivil toplum, kamuoyu, gelecek nesiller.",M. Cihan Yazar,2,
term20-year2-session019-3,"vergi, reform, ekonomi, büyüme, yatırım, girişimcilik, gençlik, istihdam, sosyal adalet, kalkınma",Mehmet Salih Yıldırım,2,
term20-year2-session040-1,"demokrasi, katılım, temsil, vatandaş, özgürlük, adalet, gelişme, gelecek, sorumluluk, diyalog.",Mehmet Yaşar Ünal,2,
term20-year2-session040-2,"demokrasi, katılım, temsil, vatandaş, özgürlük, adalet, gelişme, gelecek, sorumluluk, diyalog.",Mehmet Stlay,2,
term20-year2-session040-3,"mevcut durum, Uşak, milletvekili, ekonomi, yatırım, altyapı, kalkınma, gelecek, umut, vatandaş",Ayhan Fırat,2,
term20-year2-session097-1,"Ahmet Nurettin Aydın, Siirt, Meclis, Konuşma, Alkış, Süre, Politika (konuşmanın içeriğine dayanarak çıkarılan), Halk, Temsil, Demokrasi",Ahmet Nurettin Ayd,2,
term20-year2-session097-2,"Siirt, İslam, Başörtüsü, Kur'an Kursu, Devlet Güveni, Manevî Değerler, İbrahim Hakkı Hazretleri, Marifetname, Alimler, Tahrikler",Necdet Tek,2,
term20-year2-session097-3,"rettin Aydın, Siirt, Meclis, konuşma, 5 dakika, alkışlar, RP (sağ görüşlü partiler), Ahmet Nurettin Aydın, politika (konuşmanın bağlamında dolaylı olarak), temsilci (MP/",Recep Mizrak,2,
term20-year2-session126-1,"Ömer Özyılmaz, Erzurum, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine",Ömer Özyılmaz,2,
term20-year2-session126-2,"intikal, istismar, Milli Eğitim Bakanı, Hikmet Uluğbay, DSP, CHP, RP, gerçek, halk, korku, gürültü.",Ali Coşk,2,
term20-year2-session126-3,"Luğbay, Ankara, TBMM, reform, demokrasi, katılım, gençlik, eğitim, adalet, gelecek.",Lütfi Doğan,2,
term20-year2-session075-1,"Hatan, Meclis üyesi, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş, gelecek, umut.",Mehmet Stılay,2,
term20-year2-session075-2,"Agrı, Milletvekili, YAŞAR ERYILMAZ, Toplantı, Önerge, Yasa, Vatandaş, Katılım, Diyalog, Sorun, Çözüm",Yaşar Eryılmaz,2,
term20-year2-session075-3,"Ağrı, Milletvekili, Yaşar Eryılmaz, Hollanda, Almanya, Saldırı, Vatandaş, Devlet Bakanı, Nevzat Ercan, Cevap",Ercan,2,
term20-year2-session075-4,"Hatan, Meclis üyesi, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş, gelecek, umut.",Mehmet Sevigen,2,
term20-year2-session020-1,"Aydın, Güven, Gürkan, İzmir, Meclis, Konuşma, Politikacılar, Vatandaşlar, Demokrasi, Temsil",Aydın Güven Gürkan,2,
term20-year2-session020-2,"demokrasi, katılım, temsil, muhalefet, hükümet, vatandaş, diyalog, uzlaşma, gelecek, umut",Mehmet Emin Aydınbaş,2,
term20-year2-session020-3,"seçmen, demokrasi, katılım, muhalefet, hükümet, birlik, toplumsal, diyalog, gelecek, umut",Şerif Çim,2,
term20-year2-session027-1,"hükümet, reform, ekonomi, sosyal adalet, gençlik, eğitim, sağlık, tarım, altyapı, vatandaş",Bekir Sobacı,2,
term20-year2-session027-2,"ayhan firat, Malatya, cumhuriyet, çıkış, dikkat, oluşum, mikrofon, otomatik, cihaz, kapatıldı.",Birgen Keleş,2,
term20-year2-session027-3,"alkışlar, Tokat, Meclis, 5 dakika, konuşma, Bekir Sobacı, RP, sayın, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), temsilci (ima ediliyor)",İ. Kaya Erdem,2,
term20-year2-session012-1,"Enis Sülün, Tekirdağ, Meclis, Konuşma, Alkış, Süre, ANAP, Politikacı, Vatandaş, Türkiye",Enis Sül,2,
term20-year2-session012-2,"Mustafa İlimen, DSP, Edirne, TBMM, Konuşma, Alkışlar, Süre, Politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), Meclis, Parlamento.

Not: Verilen metin",Mustafa İlimen,2,
term20-year2-session012-3,"hayvancılık, gelişme, ileri ülkeler, rekabete hazırlanma, TBMM, alkışlar, ANAP, saygılar, teşekkür",Halil C,2,
term20-year2-session015-1,"Balıkesir, Konya, İçel, Afyon, Yozgat, İzmir, Şanlıurfa, Tarım ve Köyişleri, Millî Savunma, Amasya, Ankara, Diyarbakır",Ali Er,2,
term20-year2-session015-2,"Balıkesir, Konya, İçel, Afyon, Yozgat, İzmir, Şanlıurfa, Tarım ve Köyişleri, Millî Savunma, Amasya, Ankara, Diyarbakır",Hilmi Develi,2,
term20-year2-session015-3,"ahramanmaraş, Ordu, İstanbul, Balıkesir, Konya, İçel, Vergi Sistemi, Belediye Yardımları, Sözlü Soru, Yazılı Soru",Ahmet Kabil,2,
term20-year2-session132-1,"A.ESAT KIRATLIOĞLU, Nevşehir, Meclis, Hükümet, Ekonomik Büyüme, Sosyal Kalkınma, Eğitim, Sağlık, Çevre, Sürdürülebilirlik, Vatandaş",A. Esat Kıratlıoğlu,2,
term20-year2-session132-2,"çalışmalar, teşekkür, yetkililer, hükümet, alkışlar, Meclis, rapor, tartışma, öneriler, çözüm",Mustafa Baş,2,
term20-year2-session132-3,"metin, ilgi, göster, mikrofon, otomatik, cihaz, kapat, Meclis, konu, kişi",Mehmet Bedri İncetahıtcı,2,
term20-year2-session071-1,"Hatan, Meclis üyesi, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş, gelecek, umut.",Mehmet Slay,2,
term20-year2-session071-2,"Hatan, Meclis üyesi, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş, gelecek, umut.",Mehmet Ağar,2,
term20-year2-session071-3,"Ay, Hatay, Meclis, Konuşma, Politika, Demokrasi, Vatandaş, Katılım, Gelecek, Umut",Ayhan Gürel,2,
term20-year2-session124-1,"İsmail İlhan Sungur, Trabzon, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",İsmail İlhan Sungur,2,
term20-year2-session124-2,"İsmail İlhan Sungur, Trabzon, Meclis, Konuşma, Siyaset, Demokrasi, Vatandaş, Temsil, Gelecek, Umut",Mehmet Altan Karapaşaoğlu,2,
term20-year2-session124-3,"Samsun, Musa Uzunkaya, milletvekili, konuşma, demokrasi, katılım, ifade özgürlüğü, vatandaş, gelecek, umut, sorumluluk.",Musa Uzunkaya,2,
term20-year2-session056-1,"Ali Rahmi Beyreli, Bursa, DSP, alkışlar, Meclis, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), demokratik süreç, temsil, fikir beyanı. 

(Not:",Ali Rahmi Beyreli,2,
term20-year2-session056-2,"çevre, sürdürülebilirlik, iklim değişikliği, enerji, yenilenebilir kaynaklar, yeşil politika, kamuoyu, farkındalık, demokratik katılım, gelecek nesiller.",Celal Topkan,2,
term20-year2-session056-3,"A. ZİYA AKTAŞ, İstanbul, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel",A. Ziya Aktaş,2,
term20-year2-session099-1,"Hatan, Meclis üyesi, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş, gelecek, umut.",Mehmet Slay,2,
term20-year2-session099-2,"vergi, reform, ekonomi, büyüme, yatırım, girişimcilik, gençlik, istihdam, sosyal adalet, kalkınma",Sadi Somuncuoğlu,2,
term20-year2-session099-3,"hububat, hasat, fiyat, CHP, Konya, Meclis, tarım, politika (konuşmada doğrudan geçmese de bağlamdan çıkarılabilir), nezir büyükengiz, söz hakkı",Nezir Büyükçengiz,2,
term20-year2-session014-1,"Cemil Çiçek, Ankara, TBMM, demokrasi, katılım, karar, gelecek, toplum, temsil, özgürlük.",Cemil Çiçek,2,
term20-year2-session014-2,"A. ZİYA AKTAŞ, İstanbul, Meclis, Konuşma, Teşekkür, Politika, Demokrasi, Vatandaş, Temsil, Katılım",A. Ziya Aktaş,2,
term20-year2-session014-3,"Cemil Çiçek, Ankara, TBMM, demokrasi, katılım, karar, gelecek, toplum, temsil, özgürlük.",Cengiz Altınkaya,2,
term20-year2-session125-1,"Yusuf Öztop, Antalya, Meclis, Yürüyüş, Teşekkür, Politika, Vatandaş, Demokrasi, Katılım, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler",Yusuf Öztop,2,
term20-year2-session125-3,"hükümet, şükran, DYP, alkış, Meclis Başkanı, siyasi destek, demokratik süreç, temsil, vatandaş, gelecek",Hanefi Çelik,2,
term20-year2-session122-1,"Hüsnü Bozkurt, Konya, TBMM, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Değişim",Hüseyin Arı,2,
term20-year2-session122-2,"Hüsnü Bozkurt, Konya, TBMM, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Değişim",Hüseyin Kansu,2,
term20-year2-session133-1,"Sinop, Topçu, Milletvekili, Demokrasi, Halk, Katılım, Gelecek, Üretim, Kalkınma, Sorumluluk 


**Açıklama:**

Konuşma, Sinop'tan bir milletvekilinin TBMM'd",Topçu,2,
term20-year2-session133-2,"Bakan, Yaşar Topçu, Sinop, Açıklama, TBMM, Parti (ANAP, DSP, CHP), Alkış, 20 dakika, BAYINDIRLIK ve İSKÂN, Politikası",Ünal Yaşar,2,
term20-year2-session133-3,"Sinop, Bakan, Yaşar Topçu, Şehirleşme, Planlama, Kalkınma, Altyapı, Konut, Halk, Destek",A. Turan Bilge,2,
term20-year2-session134-1,"İbrahim Halil Çelik, Şanlıurfa, Meclis, AK Parti, Cumhurbaşkanı, Demokrasi, Barış, Kalkınma, Halk, Gelecek, Umut. 

(Not: TBMM ve Parlamento kelimeleri, konuşmanın doğrudan konusu olmadığı için listeye dahil",İbrahim Halil Çelik,2,
term20-year2-session134-2,"Ali Topuz, İstanbul, Meclis, AKP, muhalefet, hükümet, ekonomi, reform, adalet, demokratikleşme. 

(Not: Konuşmanın içeriğine dayanarak tahminlerde bulunulmuştur. Tam anlamıyla anahtar",İsmail Köse,2,
term20-year2-session134-3,"Ali Topuz, İstanbul, Meclis, AKP, muhalefet, hükümet, ekonomi, reform, adalet, demokratikleşme. 

(Not: Konuşmanın içeriğine dayanarak tahminlerde bulunulmuştur. Tam anlamıyla anahtar",İsmail Özg,2,
term20-year2-session002-1,"ersin taranoğlu, sakarya, anap, konuşma, gündem, söz talebi, meclis, 5 dakika, alkışlar, politika",Ersin Taranoğlu,2,
term20-year2-session002-2,"Temel Karamollaoğlu, Sivas, Halil İbrahim Özsoy, Afyon, Parti, Sataşma, Meclis, Bakan, Cevap, Politika (konuşmada doğrudan geçmeyen ancak bağlamdan anlaşılan)",Hakan Tartan,2,
term20-year2-session002-3,"Nijerya, Tunus, Libya, Sakarya, İşçi, Refah Partisi, Hazreti Ömer, Vahşi kapitalizm, Şehit, Özelleştirme",Nizamettin Sevgili,2,
term20-year2-session005-1,"Hasan Gülay, Manisa, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuş",Hasan Gülay,2,
term20-year2-session005-2,"Ahmet Neidim, Sakarya, Meclis, Konuşma, Alkış, Sayın, ANAP, Politik (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler)

Not: ""Meclis"", ""TBMM""",Ahmet Neidim,2,
term20-year2-session005-3,"Ahmet Neidim, Sakarya, Söz, Alkış, ANAP, Meclis (ima ediliyorsa), Neidim'e yönelik saygı, Konuşma, Sayın (titr), Politik (im",Nezir Büyükçengiz,2,
term20-year2-session061-1,"Zeki Çakıroğlu, Muğla, Kamulaştırma Kanunu, Bülent Ecevit, İstanbul, Bakanlar Kurulu, Necmettin Erbakan, Ankara, Laiklik, Gensoru",Nizamettin Sevgili,2,
term20-year2-session061-2,"doğal afet, İçel, çiftçi, haksızlık, DSP, gündemdaşı, söz talebi, Meclis, politika (konuşma bağlamında dolaylı olarak), 5 dakika.",Abdullahi Gökçel,2,
term20-year2-session061-3,"oru önergesi, TBMM, 6/442, politika, hükümet, muhalefet, tartışma, yasama, karar, temsilci, vatandaş",Orhan Kavuncu,2,
term20-year2-session004-1,"çalışma, anayasa, değişiklik, teklif, demokratik, süreç, vatandaş, katılım, gelecek, umut",Celal Topkan,2,
term20-year2-session004-2,"Cumhurbaşkanı, Karar, Meclis, Onay, Politikacılar, Toplum, Gelecek, Ülke, Değişim, Umut",Mehmet Büyükyılmaz,2,
term20-year2-session004-3,"E. Yalim Erez, Muğla, Meclis, eleştiri, hükümet, ekonomi, sosyal adalet, eğitim, sağlık, gelecek. 

(Not: TBMM ve Parlamento kelimeleri istenen şekilde dahil edilmedi.)",E. Yalım Ercz,2,
term20-year2-session004-4,"halk, meclis, temsil, demokrasi, katılım, karar, gelecek, umut, vatandaş, ülkenin",Yaşar Okuyan,2,
term20-year2-session003-1,"Teşekküt, Erdem, Sayın, Tekirdağ, Meclis, TBMM, Siyaset, Toplum, Değişim, Gelecek. 

(Not: ""Parlamento"" ve ""Politika"" kelimeleri konuşmada doğrudan yer",Bayram Fırat Dayanıklı,2,
term20-year2-session003-2,"A. ZİYA AKTAŞ, İstanbul, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel",A. Ziya Aktaş,2,
term20-year2-session003-3,"çerçeve, kaynak azaltımı, mikrofon, otomatik cihaz, kesinti, konuşma, TBMM, tartışma, katılımcı, dikkat",Cemil Çiçek,2,
term20-year2-session060-1,"fet, can kaybı, mal kaybı, tedbir, Meclis Araştırması Komisyonu, geçici, politika (kapsam dışında bırakıldı), olay (kapsam dışında bırakıldı), yer (kapsam dışında bırakıldı), kişi (",Feridun Pehlivan,2,
term20-year2-session060-2,"Halk Cumhuriyeti, Davet, İcabet, Makam, Cumhuriyet, Siyaset, Lider, Vatandaş, Demokrasi, Katılım",Hakan Tartan,2,
term20-year2-session060-3,"akanı, Işılay Saygın, vekâlet, Cumhur, karar, uygun görülme, Parlamento, görev devri, siyasi temsil, yasal süreç, demokratik süreç",Akşener,2,
term20-year2-session060-4,"Cumhuriyet, Davet, Makamlar, İcabet, TBMM, Vatandaş, Katılım, Demokrasi, Temsil, Ülke",Ali Dinçer,2,
term20-year2-session112-1,"Yazar, Manisa, DSP, CHP, alkış, konuşma, 5 dakika, Meclis, politika (konuşma bağlamında dolaylı olarak), temsil, demokratik süreç. 

**Not:**  ""Meclis""",M. Cihan Yazar,2,
term20-year2-session112-2,"Hakkı, Demokrasi, Vatandaş, Özgürlük, Adalet, Hükümet, Seçim, Ekonomi, Eğitim, Gelecek.",Halil C,2,
term20-year2-session112-3,"Atamalar, Sayın Sav, CHP, T.B.M.M., 5 dakika, konuşma, alkışlar, Hatay, politika (konuşma bağlamında dolaylı olarak), Meclis (T.B.M.",Atilâ Sav,2,
term20-year2-session093-1,"Mustafa İlimen, Edirne, DSP, alkışlar, Meclis, konuşma, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), temsilci, demokratik süreç, vatandaş katılımı. 

(Not: ""Me",Mustafa İlimen,2,
term20-year2-session093-2,"Ahmet Küçük, Çanakkale, CHP, alkışlar, Meclis, konuşma, politika (konuşmada doğrudan geçmeyen ancak bağlamdan çıkarılabilen), temsilci, demokratik süreç, vatandaş",Ahmet Küçük,2,
term20-year2-session093-3,"H. Avni Kabaoğlu, Rize, Meclis, AKP, muhalefet, ekonomi, reform, eğitim, sağlık, sosyal adalet, gelecek. 

(Not: Konuşmanın içeriğine dayanarak, bu anahtar kelimeler",H. Avni Kabaoğlu,2,
term20-year2-session094-1,"metin bostancıoğlu, DSP, Sinop, durum, konuşma, alkışlar, parlamento, siyasi, ifade, katılım",Metin Bostancıoğlu,2,
term20-year2-session094-2,"Atila Sav, Hatay, Meclis, Anayasa, Demokrasi, Haklar, Vatandaş, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuş",Atila Sav,2,
term20-year2-session094-3,"Bostancıoğlu, DSP, Sinop, Konuşma, Meclis, AKP, CHP, MHP, İYİ Parti, Seçim",Hasan Gemici,2,
term20-year2-session066-1,"H. AVNİ KABAOĞLU, Rize, Meclis, Hükümet, Ekonomik Büyüme, Sosyal Politikalar, Kamu Yatırımları, Bölgesel Gelişim, Çevre Koruma, Vatandaş Katılımı, Gelecek Plan",H. Avni Kabaoğlu,2,
term20-year2-session066-2,"Kırklareli, TBMM, milletvekili, Necdet Tekin, hükümet, muhalefet, ekonomi, sosyal politikalar, eğitim, sağlık, gelecek",Necdet Tek,2,
term20-year2-session066-3,"H. Avni Kabaoğlu, Rize, Meclis, AK Parti, Ekonomi, Enflasyon, Halk, Destek, Çözüm, Umut, Gelecek. 


**Açıklama:**

Konuşma",İmren Aykut,2,
term20-year2-session085-1,"M. Sedat Aloğlu, İstanbul, Meclis, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Katılım. 


Konuşma, bir milletvekilinin (M. Sedat Aloğlu) Meclis'te",M. Sedat Aloğlu,2,
term20-year2-session085-2,"İstanbul Milletvekili, Dışişleri Komisyonu, bilgi sunma, Meclis, komite, uluslararası ilişkiler, diplomasi, politika uygulaması, kamuoyu, vatandaş",Celal Topkan,2,
term20-year2-session085-3,"Arnavutluk, İstanbul, Milletvekili, Dışişleri Komisyonu, Özel Ziyaret, Eri Komisyonu Heyeti, Bilgi Sunumu, Yüce Kurul, Politika (konuşmanın bağlamından çıkarılabilir), Avrupa (Arnavutluk'un",Ersönmez Yarbay,2,
term20-year2-session101-1,"Hasan Gülay, Manisa, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuş",Hasan Gülay,2,
term20-year2-session101-2,"Hasan Gülay, Manisa, DSP, alkışlar, Meclis, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan), reform, demokrasi, temsil, vatandaş",Ünal Yaşar,2,
term20-year2-session101-3,"yemin, vicdan, hesap, imza, Meclis, yemin etme, politika, vatandaş, sorumluluk, dürüstlük",Zeki Çakıroğlu,2,
term20-year2-session067-1,"Kültür Bakanı İsmail Kahraman, İstanbul, TBMM, konuşma, bakan, alkışlar, sıralar, zaman sınırlaması (10 dakika), politika (doğrudan bahsedilmemiş ancak bağlamdan anlaşılıyor), kültür, yanıt verme",Kahraman,2,
term20-year2-session067-2,"DYP, İstanbul, Tayyar Altıkulaç, Meclis, Konuşma, Siyaset, Demokrasi, Temsil, Vatandaş, Gelecek",A. Turan Bilge,2,
term20-year2-session067-3,"Kültür Bakanı İsmail Kahraman, İstanbul, Meclis, bakan, politika, kültür, zaman, alkış, sıralar, konuşmacı.",Ünal Yaşar,2,
term20-year2-session067-4,"Ömer Özyılmaz, Erzurum, TBMM, konuşma, 5 dakika, alkışlar, RP (Siyasi Parti), politika (konuşmanın bağlamında dolaylı olarak), temsilci, meclis",Ömer Özyılmaz,2,
term20-year2-session092-1,"Adana, Orhan Kavuncu, Milletvekili, Toplantı, Tartışma, Reform, Demokrasi, Vatandaş, Gelecek, Değişim",Orhan Kavuncu,2,
term20-year2-session092-2,"Orhan Kavuncu, Bakan, Genel Kurul, Soruşturma, Cezalandırma, Etkinlik, Saygınlık, Milletvekili, Bürokrat, Kırgınlık",Erol Karan,2,
term20-year2-session092-3,"Hürriyet Gazetesi, saldırı, silahlanma, yaya, sözlü, fiili, Meclis, milletvekili (Yasar Okuyan), Yalova, alkışlar.",Yaşar Okuyan,2,
term20-year2-session022-1,"M. Sedat Aloğlu, İstanbul, Meclis, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Katılım",M. Sedat Aloğlu,2,
term20-year2-session022-2,"Giresun, Milletvekili, Rasim Zaimoğlu, Kamuoyu, Reform, Demokrasi, Katılım, Şeffaflık, Hesap verebilirlik, Vatandaş, Gelecek",Rasim Zaimoğlu,2,
term20-year2-session022-3,"halil çalik, Kocaeli, Meclis, muhalefet, hükümet, ekonomi, sosyal politikalar, eğitim, sağlık, altyapı",Halil Çalık,2,
term20-year2-session025-1,"İmren Aykut, Adana, Meclis, Anayasa Değişikliği, Referandum, Vatandaş, Katılım, Gelecek, Demokrasi, Değişim",İmren Aykut,2,
term20-year2-session025-2,"kadın, eşitlik, haklar, hükümet, bakan, DSP, meclis, konuşma, görüş, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler)

Not: Konuşmanın tam içeriği olmadan, """,Sema Pişkinsüt,2,
term20-year2-session025-3,"Oya Arası, İçel, Meclis, Kadın, Temsil, Demokrasi, Siyaset, Vatandaş, Katılım, Gelecek.",Oya Araslı,2,
term20-year2-session025-4,"İmren Aykut, Adana, Meclis, Konuşma, Alkışlar, Politika (doğrudan bahsedilmemiş ancak bağlamdan anlaşılıyor), Demokrasi, Temsil, Vatandaş, Gelecek, Umut.",Sayg,2,
term20-year2-session043-1,"Ahmet Kabil, Rize, Meclis, Konuşma, ANAP, Alkışlar, Politika, Parlamento, Süre, 5 Dakika. 

(Not: ""Meclis"", ""Parlamento"" ve """,Ahmet Kabîl,2,
term20-year2-session043-2,"Atilla Mutman, İzmir, Meclis, hükümet, muhalefet, ekonomi, sosyal adalet, kalkınma, gelecek, umut. 


**Açıklama:**

Konuşma, İzmir milletvekili Atilla Mutman'ın",Atilla Mutman,2,
term20-year2-session043-3,"bil, Kabil, Rize, Meclis, konuşmacı, alkış, zaman sınırlama, ANAP, politika (konuşmada doğrudan kullanılmasa da bağlamdan anlaşılan), 5 dakika. 


Bu anahtar kelimeler, konuş",Biltekin Özdemir,2,
term20-year2-session044-1,"Süleyman Hatinoğlu, Artvin, Konuşma, Meclis, AK Parti, Muhalefet, Hükümet, Siyaset, Vatandaş, Gelecek",Süleyman Hatinoğlu,2,
term20-year2-session044-2,"hükümet, muhalefet, tartışma, yasa, teklif, vatandaş, demokrasi, temsil, özgürlük, diyalog",İsmail Cem,2,
term20-year2-session044-3,"Artvin, SSK, Sağlık hizmetleri, Kişisel alımlar, Meclis (ima ediliş), Konuşma, Süleyman Hatinoğlu, Politika (ima ediliş), Kamu hizmeti, Vatandaş",Ersin Taranoğlu,2,
term20-year2-session077-1,"İzmir, Metin Öney, Meclis, Tartışma, Reform, Demokrasi, Vatandaş, Haklar, Gelecek, Değişim",Metin Öney,2,
term20-year2-session077-2,"Kayseri, Recep Kiriş, TBMM, konuşma, politika, hükümet, vatandaş, demokrasi, temsil, gelecek, umut.",Recep Kırış,2,
term20-year2-session077-3,"Lükaya (Denizli), Katkı, Ümit, Meclis, Milletvekili, Demokrasi, Toplum, Gelecek, Sorumluluk, Değişim",Lütfi Doğan,2,
term20-year2-session077-4,"Mehmet Gözlükaya, Denizli, Katkı, Ümit, Bakanlık, Alkış, RP (Sağlık Partisi), Meclis, Demokrasi, Vatandaş",Sağlam,2,
term20-year2-session106-1,"Aslan Polat, Erzurum, Meclis, Konuşma, Alkış, Temsilci, Vatandaş, Katılım, Demokrasi, Önerge",Aslan Polat,2,
term20-year2-session106-2,"Sakarya, Meclis, Vatandaş, Katılım, Demokrasi, Gelecek, Umut, Sorunlar, Çözüm, İlerleme",Hayrettin Uz,2,
term20-year2-session106-3,"Aslan Polat, Erzurum, Meclis, Konuşma, Alkış, Temsilci, Ödül, Ay, Parlamento, Vatandaş",Ayhan Gürel,2,
term20-year2-session069-1,"Bayram Fırat Dayanıklı, DSP, Tekirdağ, Meclis, Konuşma, Alkış, Söz, Politik, Vatandaş, Temsil",Bayram Fırat Dayanıklı,2,
term20-year2-session069-2,"Atatürk, İstiklal Savaşı, Türk Ulusu, Ulusal Anlaşma, Etnik Köken, Mezhep Ayrılığı, Karmaşa, Saldırı, Göğüs Germek, Birleşme",Cemalettin Lafçı,2,
