original_name,canonical_name,reason,original_party,original_terms,merged_party,merged_terms
"Erkan Akçay, MHP Grubu olarak Ankara’daki
terör saldırısında hayatını kaybedenlere Allah’tan rahmet, yaralılara acil şifalar
dilediklerine, Türkiye Cumhuriyeti’nin terörü yok edebilecek güçte olduğuna ve
Türkiye Büyük Millet Meclisinin ortak ve kararlı bir duruşu sergileyebileceğine
ilişkin açıklaması                                                                        880:881
      46.- Diyarbakır Milletvekili İdris Baluken","Erkan Akçay, MHP Grubu olarak Ankara’daki terör saldırısında hayatını kaybedenlere Allah’tan rahmet, yaralılara acil şifalar dilediklerine, Türkiye Cumhuriyeti’nin terörü yok edebilecek güçte olduğuna ve Türkiye Büyük Millet Meclisinin ortak ve kararlı bir duruşu sergileyebileceğine ilişkin açıklaması 880:881 46.- Diyarbakır Milletvekili İdris Baluken",apostrophe_removal,,[],,[]
"İdris Baluken ile Ankara Milletvekili Levent Gök’ün yaptıkları
açıklamalarındaki bazı ifadelerine ilişkin açıklaması                                                573

538
TBMM                                            B: 19                            24 . 12 . 2015
                                                                                        Sayfa
     11.- Diyarbakır Milletvekili İdris Baluken",İdris Baluken ile Ankara Milletvekili Levent Gök’ün yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 573 538 TBMM B: 19 24 . 12 . 2015 Sayfa 11.- Diyarbakır Milletvekili İdris Baluken,apostrophe_removal,,[],,[]
"İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin
açıklaması                                                                                 576
      16.- İzmir Milletvekili Oktay Vural",İdris Baluken’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 576 16.- İzmir Milletvekili Oktay Vural,apostrophe_removal,,[],,[]
"Özgür Özel, Diyarbakır Milletvekili İdris Baluken ile Manisa
Milletvekili Erkan Akçay’ın sataşma nedeniyle yaptıkları konuşmalarındaki
bazı ifadelerine ilişkin açıklaması                                                       370:371
    30.- Manisa Milletvekili Özgür Özel","Özgür Özel, Diyarbakır Milletvekili İdris Baluken ile Manisa Milletvekili Erkan Akçay’ın sataşma nedeniyle yaptıkları konuşmalarındaki bazı ifadelerine ilişkin açıklaması 370:371 30.- Manisa Milletvekili Özgür Özel",apostrophe_removal,,[],,[]
Mehmet     Muş,Mehmet Muş,apostrophe_removal,Adalet ve Kalkınma Partisi(2011-günümüz),"[24, 25, 26, 27, 28]",Adalet ve Kalkınma Partisi(2011-günümüz),"[24, 25, 26, 27, 28]"
Nurhayat Altaca       Kayışoğlu’n,Nurhayat Altaca Kayışoğlu’n,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26, 27, 28]",Cumhuriyet Halk Partisi,"[25, 26, 27, 28]"
Levent    Gök,Levent Gök,apostrophe_removal,Cumhuriyet Halk Partisi,"[24, 25, 26, 27]",Cumhuriyet Halk Partisi,"[24, 25, 26, 27]"
Eren   Erdem,Eren Erdem,apostrophe_removal,Cumhuriyet Halk Partisi(2015-2024),"[25, 26]",Cumhuriyet Halk Partisi(2015-2024),"[25, 26]"
"Nurettin Demir’in
433 sıra sayılı 2017 Yılı Bütçe Kanunu Tasarısı’nın 13’üncü maddesi üzerinde
CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                       1108:1109
    10.- Ankara Milletvekili Levent Gök",Nurettin Demir’in 433 sıra sayılı 2017 Yılı Bütçe Kanunu Tasarısı’nın 13’üncü maddesi üzerinde CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 1108:1109 10.- Ankara Milletvekili Levent Gök,apostrophe_removal,,[],,[]
"Barış
Yarkadaş’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                     553:554
      35.- Kırıkkale Milletvekili Ramazan Can",Barış Yarkadaş’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 553:554 35.- Kırıkkale Milletvekili Ramazan Can,apostrophe_removal,,[],,[]
"Tacettin Bayır, İzmir’in su ihtiyacının
karşılanmasıyla ilgili yapılanlara ve Gördes Barajı’ndaki sorunun ne zaman
çözüleceğini öğrenmek istediğine ilişkin açıklaması                                         612
      10.- Kocaeli Milletvekili İlyas Şeker","Tacettin Bayır, İzmir’in su ihtiyacının karşılanmasıyla ilgili yapılanlara ve Gördes Barajı’ndaki sorunun ne zaman çözüleceğini öğrenmek istediğine ilişkin açıklaması 612 10.- Kocaeli Milletvekili İlyas Şeker",apostrophe_removal,,[],,[]
Okan     Gaytancıoğlu’n,Okan Gaytancıoğlu’n,apostrophe_removal,"Cumhuriyet Halk Partisi(2010-2018, 2018-günümüz)İYİ Parti(2018)","[25, 26, 27]","Cumhuriyet Halk Partisi(2010-2018, 2018-günümüz)İYİ Parti(2018)","[25, 26, 27]"
Ahmet     Akın,Ahmet Akın,apostrophe_removal,"Cumhuriyet Halk Partisi(2015-Nisan 2018, Mayıs 2018-günümüz)","[25, 26, 27]","Cumhuriyet Halk Partisi(2015-Nisan 2018, Mayıs 2018-günümüz)","[25, 26, 27]"
"Okan
Gaytancıoğlu’nun 443 sıra sayılı Kanun Tasarısı’nın 12’nci maddesiyle ilgili
önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                 242:244
      28.- Manisa Milletvekili Özgür Özel",Okan Gaytancıoğlu’nun 443 sıra sayılı Kanun Tasarısı’nın 12’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 242:244 28.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
Nurettin   Demir,Nurettin Demir,apostrophe_removal,Cumhuriyet Halk Partisi,"[24, 25, 26]",Cumhuriyet Halk Partisi,"[24, 25, 26]"
"Onursal Adıgüzel,’in İstanbul Söğütlüçeşme’de
yaşanan metrobüs kazası sonucunda hayatını kaybeden metrobüs şoförü Ali
Gözderesi’nin ailesine başsağlığı, yaralı vatandaşlara acil şifalar dilediğine ve
son zamanlarda metrobüs kazalarının arttığına ilişkin açıklaması                             567
      11.- Adana Milletvekili İbrahim Özdiş","Onursal Adıgüzel,’in İstanbul Söğütlüçeşme’de yaşanan metrobüs kazası sonucunda hayatını kaybeden metrobüs şoförü Ali Gözderesi’nin ailesine başsağlığı, yaralı vatandaşlara acil şifalar dilediğine ve son zamanlarda metrobüs kazalarının arttığına ilişkin açıklaması 567 11.- Adana Milletvekili İbrahim Özdiş",apostrophe_removal,,[],,[]
"Erhan Usta’nın 485 ve 485’e 1’inci Ek sıra sayılı Kanun
Tasarısı’nın 32’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                        999

    32.- Samsun Milletvekili Kemal Zeybek",Erhan Usta’nın 485 ve 485’e 1’inci Ek sıra sayılı Kanun Tasarısı’nın 32’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 999 32.- Samsun Milletvekili Kemal Zeybek,apostrophe_removal,,[],,[]
"Levent Gök’ün
sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması             278
      32.- İstanbul Milletvekili Engin Altay",Levent Gök’ün sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 278 32.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
"Haydar Akar’ın sürekli müdahalede
bulunmasının yanlış bir tavır olduğuna ilişkin açıklaması                                  199

     18.- Manisa Milletvekili Erkan Akçay",Haydar Akar’ın sürekli müdahalede bulunmasının yanlış bir tavır olduğuna ilişkin açıklaması 199 18.- Manisa Milletvekili Erkan Akçay,apostrophe_removal,,[],,[]
"Engin Altay’ın (10/392) esas numaralı Meclis Araştırması Önergesi’nin
ön görüşmeleri sırasında CHP Grubu adına yaptığı konuşmasındaki bazı
ifadelerine ilişkin açıklaması                                                             464:465



                                                                                               415
TBMM                                             B: 30                            1 . 12 . 2016
                                                                                       Sayfa
    22.- İstanbul Milletvekili Engin Altay",Engin Altay’ın (10/392) esas numaralı Meclis Araştırması Önergesi’nin ön görüşmeleri sırasında CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 464:465 415 TBMM B: 30 1 . 12 . 2016 Sayfa 22.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
"Gülay Yedekci’nin yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                    770


      23.- Kars Milletvekili Ayhan Bilgen",Gülay Yedekci’nin yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 770 23.- Kars Milletvekili Ayhan Bilgen,apostrophe_removal,,[],,[]
Mehmet      Gökdağ,Mehmet Gökdağ,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26]",Cumhuriyet Halk Partisi,"[25, 26]"
"Saffet
Sancaklı’nın eşine acil şifalar dilediğine ilişkin açıklaması                             1187
     50.- İstanbul Milletvekili Engin Altay",Saffet Sancaklı’nın eşine acil şifalar dilediğine ilişkin açıklaması 1187 50.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
Ramazan    Can,Ramazan Can,apostrophe_removal,Adalet ve Kalkınma Partisi,"[22, 24, 25, 26, 27]",Adalet ve Kalkınma Partisi,"[22, 24, 25, 26, 27]"
"Erol Dora’nın
yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                                   301
      26.- Anayasa Komisyonu Başkanı Mustafa Şentop",Erol Dora’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 301 26.- Anayasa Komisyonu Başkanı Mustafa Şentop,apostrophe_removal,,[],,[]
"Orhan
Sarıbal’a babasının vefatı nedeniyle başsağlığı dileğinde bulunduğuna ilişkin
açıklaması                                                                                   88
    28.- İstanbul Milletvekili Filiz Kerestecioğlu Demir",Orhan Sarıbal’a babasının vefatı nedeniyle başsağlığı dileğinde bulunduğuna ilişkin açıklaması 88 28.- İstanbul Milletvekili Filiz Kerestecioğlu Demir,apostrophe_removal,,[],,[]
Filiz   Kerestecioğlu   Demir,Filiz Kerestecioğlu Demir,apostrophe_removal,Halkların Demokratik Partisi,"[25, 26, 27]",Halkların Demokratik Partisi,"[25, 26, 27]"
"Ceyhun İrgil’in 405 sıra sayılı Kanun
Tasarısı’nın 56’ncı maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                    318:319
      29.- Bursa Milletvekili Ceyhun İrgil",Ceyhun İrgil’in 405 sıra sayılı Kanun Tasarısı’nın 56’ncı maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 318:319 29.- Bursa Milletvekili Ceyhun İrgil,apostrophe_removal,,[],,[]
"Engin
Altay’ın 405 sıra sayılı Kanun Tasarısı’nın 68’inci maddesiyle ilgili önerge
üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                      398:401
    37.- İstanbul Milletvekili Engin Altay",Engin Altay’ın 405 sıra sayılı Kanun Tasarısı’nın 68’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 398:401 37.- İstanbul Milletvekili Engin Altay,apostrophe_removal,,[],,[]
Mustafa    Ilıcalı,Mustafa Ilıcalı,apostrophe_removal,Adalet ve Kalkınma Partisi,"[22, 26]",Adalet ve Kalkınma Partisi,"[22, 26]"
Selina   Doğan,Selina Doğan,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26]",Cumhuriyet Halk Partisi,"[25, 26]"
"Bülent Tezcan’a geçmiş olsun dileğinde bulunduğuna, Niğde
Milletvekili Ömer Fethi Gürer ve Mersin Milletvekili Aytuğ Atıcı’nın
yaptıkları açıklamaları ile Mersin Milletvekili Baki Şimşek’in yaptığı gündem
dışı konuşmasındaki bazı ifadelerine ilişkin açıklaması                                 646:647
     18.- Diyarbakır Milletvekili İdris Baluken","Bülent Tezcan’a geçmiş olsun dileğinde bulunduğuna, Niğde Milletvekili Ömer Fethi Gürer ve Mersin Milletvekili Aytuğ Atıcı’nın yaptıkları açıklamaları ile Mersin Milletvekili Baki Şimşek’in yaptığı gündem dışı konuşmasındaki bazı ifadelerine ilişkin açıklaması 646:647 18.- Diyarbakır Milletvekili İdris Baluken",apostrophe_removal,,[],,[]
"Barış
Yarkadaş’ın HDP grup önerisi üzerinde yaptığı konuşmasındaki bazı
ifadelerine ilişkin açıklaması                                                               675
      23.- Diyarbakır Milletvekili İdris Baluken",Barış Yarkadaş’ın HDP grup önerisi üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 675 23.- Diyarbakır Milletvekili İdris Baluken,apostrophe_removal,,[],,[]
Fatma   Benli,Fatma Benli,apostrophe_removal,Adalet ve Kalkınma Partisi,"[25, 26]",Adalet ve Kalkınma Partisi,"[25, 26]"
"İbrahim Aydemir, Erzurum’un yerli otomobil
üretim merkezi olmasının bölgedeki diğer illerin de kalkınma ve gelişme
hızını artıracağına ilişkin açıklaması                                                           772
      10.- Niğde Milletvekili Ömer Fethi Gürer","İbrahim Aydemir, Erzurum’un yerli otomobil üretim merkezi olmasının bölgedeki diğer illerin de kalkınma ve gelişme hızını artıracağına ilişkin açıklaması 772 10.- Niğde Milletvekili Ömer Fethi Gürer",apostrophe_removal,,[],,[]
"Serdal Kuyucuoğlu, Gezi’nin 4’üncü yıl
dönümüne, Hükûmetin ve Cumhurbaşkanı Recep Tayyip Erdoğan’ın dış
politika konusunda kafasının ve niyetinin karışık olduğuna ilişkin açıklaması            776

    21.- Manisa Milletvekili Erkan Akçay","Serdal Kuyucuoğlu, Gezi’nin 4’üncü yıl dönümüne, Hükûmetin ve Cumhurbaşkanı Recep Tayyip Erdoğan’ın dış politika konusunda kafasının ve niyetinin karışık olduğuna ilişkin açıklaması 776 21.- Manisa Milletvekili Erkan Akçay",apostrophe_removal,,[],,[]
Ahmet    Yıldırım,Ahmet Yıldırım,apostrophe_removal,,[],,[]
"Tekin
Bingöl’ün 433 sıra sayılı 2017 Yılı Bütçe Kanunu Tasarısı ile 434 sıra sayılı
2015 Yılı Kesin Hesap Kanunu Tasarısı’nın birinci tur görüşmelerinde CHP
Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                               261:262
      4.- Muş Milletvekili Ahmet Yıldırım",Tekin Bingöl’ün 433 sıra sayılı 2017 Yılı Bütçe Kanunu Tasarısı ile 434 sıra sayılı 2015 Yılı Kesin Hesap Kanunu Tasarısı’nın birinci tur görüşmelerinde CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 261:262 4.- Muş Milletvekili Ahmet Yıldırım,apostrophe_removal,,[],,[]
"Vecdi Gündoğdu, cam işçilerinin aldıkları grev
kararının millî güvenliği bozucu nitelikte bulunarak yasaklanmasına ilişkin
açıklaması                                                                                 662
     5.- İstanbul Milletvekili Didem Engin","Vecdi Gündoğdu, cam işçilerinin aldıkları grev kararının millî güvenliği bozucu nitelikte bulunarak yasaklanmasına ilişkin açıklaması 662 5.- İstanbul Milletvekili Didem Engin",apostrophe_removal,,[],,[]
"Muharrem
Varlı’nın 390 sıra sayılı Kanun Tasarısı’nın 2’nci maddesi üzerinde MHP
Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                  66:67


                                                                                              3
TBMM                                             B: 80                          9 . 3 . 2017
                                                                                    Sayfa
    21.- Adana Milletvekili Muharrem Varlı",Muharrem Varlı’nın 390 sıra sayılı Kanun Tasarısı’nın 2’nci maddesi üzerinde MHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 66:67 3 TBMM B: 80 9 . 3 . 2017 Sayfa 21.- Adana Milletvekili Muharrem Varlı,apostrophe_removal,,[],,[]
"Muharrem
Varlı’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                    68

    23.- Amasya Milletvekili Mehmet Naci Bostancı",Muharrem Varlı’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 68 23.- Amasya Milletvekili Mehmet Naci Bostancı,apostrophe_removal,,[],,[]
"Yakup Akkaya’nın 456 sıra sayılı Kanun Teklifi’nin
10’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı
ifadelerine ilişkin açıklaması                                                          297:298
      27.- İstanbul Milletvekili Yakup Akkaya",Yakup Akkaya’nın 456 sıra sayılı Kanun Teklifi’nin 10’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 297:298 27.- İstanbul Milletvekili Yakup Akkaya,apostrophe_removal,,[],,[]
"Kazım Arslan ile İzmir Milletvekili Atila Sertel’in
yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması                            151:152
      18.- Samsun Milletvekili Erhan Usta",Kazım Arslan ile İzmir Milletvekili Atila Sertel’in yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 151:152 18.- Samsun Milletvekili Erhan Usta,apostrophe_removal,,[],,[]
"Eren
Erdem’in 341 sıra sayılı Kanun Tasarısı’nın 3’üncü maddesiyle ilgili önerge
üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                           219
      29.- Adana Milletvekili Zülfikar İnönü Tümer",Eren Erdem’in 341 sıra sayılı Kanun Tasarısı’nın 3’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 219 29.- Adana Milletvekili Zülfikar İnönü Tümer,apostrophe_removal,,[],,[]
"Levent Gök’ün
yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                                153:154
    9.- Ankara Milletvekili Levent Gök",Levent Gök’ün yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 153:154 9.- Ankara Milletvekili Levent Gök,apostrophe_removal,,[],,[]
Mustafa   Tuncer,Mustafa Tuncer,apostrophe_removal,Cumhuriyet Halk Partisi(CHP)İYİ Parti(2018),"[25, 26, 27]",Cumhuriyet Halk Partisi(CHP)İYİ Parti(2018),"[25, 26, 27]"
"Baki Şimşek, Milliyetçi Hareket Partisi adına
İzmir’de yapılan hain saldırıyı kınadığına ve hayatını kaybedenlere Allah’tan
rahmet dilediğine ilişkin açıklaması                                                       955
      29.- İzmir Milletvekili Ali Yiğit","Baki Şimşek, Milliyetçi Hareket Partisi adına İzmir’de yapılan hain saldırıyı kınadığına ve hayatını kaybedenlere Allah’tan rahmet dilediğine ilişkin açıklaması 955 29.- İzmir Milletvekili Ali Yiğit",apostrophe_removal,,[],,[]
"Mahmut Tanal’ın
456 sıra sayılı Kanun Teklifi’nin 15’inci maddesiyle ilgili önerge üzerinde
yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                                  406
      22.- İstanbul Milletvekili Garo Paylan",Mahmut Tanal’ın 456 sıra sayılı Kanun Teklifi’nin 15’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 406 22.- İstanbul Milletvekili Garo Paylan,apostrophe_removal,,[],,[]
"Hüda Kaya’nın gözaltına alınmasıyla ilgili bilgi gelir
gelmez Meclisi bilgilendireceğine ilişkin açıklaması                                  649:650




568
TBMM                                            B: 34                            8 . 12 . 2016
                                                                                      Sayfa
     17.- Diyarbakır Milletvekili Çağlar Demirel",Hüda Kaya’nın gözaltına alınmasıyla ilgili bilgi gelir gelmez Meclisi bilgilendireceğine ilişkin açıklaması 649:650 568 TBMM B: 34 8 . 12 . 2016 Sayfa 17.- Diyarbakır Milletvekili Çağlar Demirel,apostrophe_removal,,[],,[]
"Hüda Kaya’nın serbest bırakıldığına ilişkin açıklaması               657

     19.- Diyarbakır Milletvekili Çağlar Demirel",Hüda Kaya’nın serbest bırakıldığına ilişkin açıklaması 657 19.- Diyarbakır Milletvekili Çağlar Demirel,apostrophe_removal,,[],,[]
"Erhan Usta’nın yaptığı açıklamasındaki bazı ifadelerine
ilişkin açıklaması                                                                           742


      33.- Başbakan Yardımcısı Nurettin Canikli",Erhan Usta’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 742 33.- Başbakan Yardımcısı Nurettin Canikli,apostrophe_removal,,[],,[]
"Engin Altay’la aralarında geçen karşılıklı bazı ifadelerden dolayı
üzgün olduğuna ilişkin açıklaması                                                              47
      22.- Amasya Milletvekili Mehmet Naci Bostancı",Engin Altay’la aralarında geçen karşılıklı bazı ifadelerden dolayı üzgün olduğuna ilişkin açıklaması 47 22.- Amasya Milletvekili Mehmet Naci Bostancı,apostrophe_removal,,[],,[]
Çağlar   Demirel,Çağlar Demirel,apostrophe_removal,Halkların Demokratik Partisi,"[25, 26]",Halkların Demokratik Partisi,"[25, 26]"
"Yakup Akkaya’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                         482

    26.- Ankara Milletvekili Levent Gök",Yakup Akkaya’nın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 482 26.- Ankara Milletvekili Levent Gök,apostrophe_removal,,[],,[]
"Ahmet Yıldırım, “kürdistan” ifadesinin sosyolojik,
tarihî, coğrafi bir kavram olduğuna ve siyasi partilere göre değişiklik
göstermeyeceğine ilişkin açıklaması                                                         1041
      27.- Samsun Milletvekili Erhan Usta","Ahmet Yıldırım, “kürdistan” ifadesinin sosyolojik, tarihî, coğrafi bir kavram olduğuna ve siyasi partilere göre değişiklik göstermeyeceğine ilişkin açıklaması 1041 27.- Samsun Milletvekili Erhan Usta",apostrophe_removal,,[],,[]
Yakup   Akkaya,Yakup Akkaya,apostrophe_removal,,[26],,[26]
Tufan          Köse,Tufan Köse,apostrophe_removal,Cumhuriyet Halk PartisiİYİ Parti(2018),"[24, 25, 26, 27]",Cumhuriyet Halk PartisiİYİ Parti(2018),"[24, 25, 26, 27]"
"Kazım Arslan’ın yaptığı açıklamasındaki bazı ifadelerine
ilişkin açıklaması                                                                                  238:239
      44.- Artvin Milletvekili Uğur Bayraktutan",Kazım Arslan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 238:239 44.- Artvin Milletvekili Uğur Bayraktutan,apostrophe_removal,,[],,[]
"Uğur Bayraktutan’ın yaptığı açıklamasındaki bazı
ifadelerine ilişkin açıklaması                                                                          239
    46.- Samsun Milletvekili Kemal Zeybek",Uğur Bayraktutan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 239 46.- Samsun Milletvekili Kemal Zeybek,apostrophe_removal,,[],,[]
"Özcan Purçu’nun
504 sıra sayılı 2016 Yılı Kesin Hesap Kanunu Tasarısı’nın 3’üncü maddesi
üzerinde şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması             179
      25.- İstanbul Milletvekili Mehmet Muş",Özcan Purçu’nun 504 sıra sayılı 2016 Yılı Kesin Hesap Kanunu Tasarısı’nın 3’üncü maddesi üzerinde şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 179 25.- İstanbul Milletvekili Mehmet Muş,apostrophe_removal,,[],,[]
"Sami Dedeoğlu’nun 28 Şubat postmodern
darbesinin 21’inci yıl dönümüne ve 27 Şubat Necmettin Erbakan’ın vefatının
7’nci yıl dönümüne ilişkin açıklaması                                                      428
      6.- Edirne Milletvekili Okan Gaytancıoğlu’n",Sami Dedeoğlu’nun 28 Şubat postmodern darbesinin 21’inci yıl dönümüne ve 27 Şubat Necmettin Erbakan’ın vefatının 7’nci yıl dönümüne ilişkin açıklaması 428 6.- Edirne Milletvekili Okan Gaytancıoğlu’n,apostrophe_removal,,[],,[]
Kerem   Ali   Sürekli,Kerem Ali Sürekli,apostrophe_removal,,"[25, 26]",,"[25, 26]"
"Bülent Turan, Down sendromu ile endemik
ve aromatik bitkilerle ilgili Meclis araştırması komisyonlarının kurulmasına,
25 Mart Büyük Birlik Partisi Genel Başkanı Muhsin Yazıcıoğlu’nun vefatının
9’uncu yıl dönümüne, 27 Mart Dünya Tiyatro Günü’ne, 16 Mart 1988 Halepçe
katliamında ölenlere Allah’tan rahmet dilediğine ve İzmir Milletvekili Mustafa
Ali Balbay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması             319:320
     25.- Adana Milletvekili Meral Danış Beştaş","Bülent Turan, Down sendromu ile endemik ve aromatik bitkilerle ilgili Meclis araştırması komisyonlarının kurulmasına, 25 Mart Büyük Birlik Partisi Genel Başkanı Muhsin Yazıcıoğlu’nun vefatının 9’uncu yıl dönümüne, 27 Mart Dünya Tiyatro Günü’ne, 16 Mart 1988 Halepçe katliamında ölenlere Allah’tan rahmet dilediğine ve İzmir Milletvekili Mustafa Ali Balbay’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 319:320 25.- Adana Milletvekili Meral Danış Beştaş",apostrophe_removal,,[],,[]
"Garo Paylan’ın
yerinden sarf ettiği bazı ifadelerine ilişkin açıklaması                                       691
      33.- İstanbul Milletvekili Sibel Özdemir",Garo Paylan’ın yerinden sarf ettiği bazı ifadelerine ilişkin açıklaması 691 33.- İstanbul Milletvekili Sibel Özdemir,apostrophe_removal,,[],,[]
"Mahmut Tanal’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması                       33

     5.- İzmir Milletvekili Atila Sertel",Mahmut Tanal’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 33 5.- İzmir Milletvekili Atila Sertel,apostrophe_removal,,[],,[]
"Özkan Yalım
ile Kocaeli Milletvekili Haydar Akar’ın yaptıkları açıklamalarındaki bazı
ifadelerine ilişkin açıklaması                                                          821:822
      30.- Samsun Milletvekili Erhan Usta",Özkan Yalım ile Kocaeli Milletvekili Haydar Akar’ın yaptıkları açıklamalarındaki bazı ifadelerine ilişkin açıklaması 821:822 30.- Samsun Milletvekili Erhan Usta,apostrophe_removal,,[],,[]
"Haydar Akar’ın
502 sıra sayılı Kanun Tasarısı’nın 14’üncü maddesiyle ilgili önerge üzerinde
yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                               995:996
      51.- Sakarya Milletvekili Mustafa İsen",Haydar Akar’ın 502 sıra sayılı Kanun Tasarısı’nın 14’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 995:996 51.- Sakarya Milletvekili Mustafa İsen,apostrophe_removal,,[],,[]
Bülent   Öz,Bülent Öz,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26]",Cumhuriyet Halk Partisi,"[25, 26]"
"Orhan Sarıbal’ın 548 sıra sayılı Kanun Tasarısı’nın üçüncü bölümü üzerinde
şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                     863
      29.- İstanbul Milletvekili Mehmet Muş",Orhan Sarıbal’ın 548 sıra sayılı Kanun Tasarısı’nın üçüncü bölümü üzerinde şahsı adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 863 29.- İstanbul Milletvekili Mehmet Muş,apostrophe_removal,,[],,[]
"Özgür Özel’in Başbakan Yardımcısı Hakan
Çavuşoğlu’nun 503 sıra sayılı 2018 Yılı Bütçe Kanunu Tasarısı ile 504 sıra
sayılı 2016 Yılı Kesin Hesap Kanunu Tasarısı’nın ikinci tur görüşmelerinde
Hükûmet adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                 374:375
      38.- Başbakan Yardımcısı Hakan Çavuşoğlu’n",Özgür Özel’in Başbakan Yardımcısı Hakan Çavuşoğlu’nun 503 sıra sayılı 2018 Yılı Bütçe Kanunu Tasarısı ile 504 sıra sayılı 2016 Yılı Kesin Hesap Kanunu Tasarısı’nın ikinci tur görüşmelerinde Hükûmet adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 374:375 38.- Başbakan Yardımcısı Hakan Çavuşoğlu’n,apostrophe_removal,,[],,[]
